종목명,부도기사비율,1m_ratio,2m_ratio,3m_ratio,4m_ratio,5m_ratio,6m_ratio,TF
CSA 코스믹,60.0,24.0,18.0,4.0,2.0,12.0,0.0,50.0
EMW,17.647058823529413,2.941176470588235,0.0,10.294117647058822,2.941176470588235,1.4705882352941175,0.0,11.0
KCW,5.714285714285714,0.0,0.0,0.0,0.0,0.0,5.714285714285714,0.0
KD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK컴즈,25.102880658436217,6.172839506172839,3.292181069958848,0.0,0.823045267489712,12.757201646090536,2.05761316872428,294.0
SSCP,30.49645390070922,0.0,0.0,0.7092198581560284,1.4184397163120568,1.4184397163120568,26.95035460992908,30.0
UCI,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0
경남제약,46.900269541778975,0.0,0.2695417789757413,24.797843665768195,14.824797843665769,6.738544474393531,0.2695417789757413,300.0
국순당,35.714285714285715,1.948051948051948,3.896103896103896,0.6493506493506493,9.090909090909092,12.337662337662337,7.792207792207792,169.0
금강제강,34.48275862068966,0.0,0.0,0.0,0.0,12.643678160919542,21.839080459770116,85.0
기륭이앤이,26.08695652173913,8.695652173913043,4.3478260869565215,0.0,0.0,0.0,13.043478260869565,10.0
나노스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
나노트로닉스,10.344827586206897,4.597701149425287,0.0,3.4482758620689653,0.0,1.1494252873563218,1.1494252873563218,13.0
내츄럴엔도텍,42.10526315789473,5.263157894736842,6.315789473684211,3.1578947368421053,0.0,22.105263157894736,5.263157894736842,185.0
네오퍼플,14.17910447761194,1.4925373134328357,0.0,0.7462686567164178,3.731343283582089,0.0,8.208955223880597,36.0
넥스지,6.0,1.5,0.5,0.0,2.0,0.5,1.5,18.0
넥스트바이오홀딩스,11.940298507462686,0.0,0.0,0.0,0.0,8.955223880597014,2.9850746268656714,47.0
대성엘텍,38.095238095238095,9.523809523809524,0.0,0.0,0.0,0.0,28.57142857142857,40.0
데코앤이,8.695652173913043,0.0,4.3478260869565215,0.5434782608695652,0.0,1.6304347826086956,2.1739130434782608,64.0
동신건설,10.526315789473683,0.0,0.0,0.0,0.0,5.263157894736842,5.263157894736842,7.0
동양시멘트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
디아이디,14.925373134328357,0.7462686567164178,0.0,0.0,0.7462686567164178,9.701492537313433,3.731343283582089,20.0
디에스,22.105263157894736,4.2105263157894735,3.1578947368421053,1.0526315789473684,0.0,10.526315789473683,3.1578947368421053,72.0
디에스케이,0.9803921568627451,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0
디엠씨,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
디웍스글로벌,12.903225806451612,0.8064516129032258,1.6129032258064515,0.0,0.0,10.483870967741936,0.0,42.0
디젠스,6.349206349206349,0.0,6.349206349206349,0.0,0.0,0.0,0.0,5.0
디지탈옵틱,19.148936170212767,0.0,0.0,0.0,0.0,0.0,19.148936170212767,67.0
디지텍시스템,19.19191919191919,0.0,0.0,0.0,12.121212121212121,3.0303030303030303,4.040404040404041,38.0
디테크놀로지,30.357142857142854,26.785714285714285,1.7857142857142856,1.7857142857142856,0.0,0.0,0.0,33.0
라이트론,12.23021582733813,0.0,1.4388489208633095,0.0,2.158273381294964,3.597122302158273,5.0359712230215825,15.0
레이젠,2.083333333333333,2.083333333333333,0.0,0.0,0.0,0.0,0.0,2.0
룩손에너지,17.97752808988764,1.1235955056179776,5.617977528089887,3.3707865168539324,3.3707865168539324,2.247191011235955,2.247191011235955,46.0
르네코,15.517241379310345,0.0,1.7241379310344827,0.0,0.0,0.0,13.793103448275861,66.0
리켐,4.444444444444445,3.3333333333333335,1.1111111111111112,0.0,0.0,0.0,0.0,14.0
마이스코,28.125,0.0,0.0,0.0,0.0,17.96875,10.15625,148.0
마제스타,17.5,5.0,2.5,1.25,6.25,2.5,0.0,50.0
매커스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
모린스,30.303030303030305,0.0,0.0,0.0,0.0,0.0,30.303030303030305,47.0
미스터피자,20.0,2.5,17.5,0.0,0.0,0.0,0.0,2.0
바른손,19.230769230769234,0.0,19.230769230769234,0.0,0.0,0.0,0.0,43.0
바른손이앤에이,9.649122807017543,1.7543859649122806,1.7543859649122806,0.8771929824561403,0.8771929824561403,4.385964912280701,0.0,51.0
바른전자,7.462686567164178,0.0,2.9850746268656714,0.0,4.477611940298507,0.0,0.0,8.0
바이오빌,10.982658959537572,1.1560693641618496,0.0,2.8901734104046244,4.046242774566474,0.0,2.8901734104046244,26.0
삼우이엠씨,12.380952380952381,0.9523809523809524,2.857142857142857,0.9523809523809524,0.9523809523809524,0.0,6.666666666666667,12.0
선데이토즈,15.0,0.0,0.0,0.0,10.0,5.0,0.0,14.0
성융광전투자,18.0327868852459,0.0,8.19672131147541,0.0,1.639344262295082,0.0,8.19672131147541,15.0
세븐스타웍스,13.580246913580247,0.0,0.0,9.876543209876543,3.7037037037037033,0.0,0.0,63.0
세진전자,9.090909090909092,0.0,0.0,4.545454545454546,0.0,0.0,4.545454545454546,5.0
셀바스AI,19.047619047619047,4.761904761904762,3.571428571428571,3.571428571428571,3.571428571428571,1.1904761904761905,2.380952380952381,10.0
소리바다,6.25,0.0,0.0,0.0,0.0,6.25,0.0,1.0
솔고바이오,15.384615384615385,0.0,0.0,0.0,0.0,10.256410256410255,5.128205128205128,43.0
솔트웍스,28.40909090909091,3.4090909090909087,3.4090909090909087,6.8181818181818175,2.272727272727273,4.545454545454546,7.954545454545454,21.0
스카이문스테크놀로지,10.526315789473683,0.0,0.0,5.263157894736842,0.0,0.0,5.263157894736842,2.0
스킨앤스킨,1.9607843137254901,0.0,0.0,1.9607843137254901,0.0,0.0,0.0,0.0
스템싸이언스,28.235294117647058,0.0,5.88235294117647,7.0588235294117645,0.0,0.0,15.294117647058824,116.0
스틸플라워,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
승화프리텍,21.35922330097087,9.70873786407767,0.9708737864077669,1.9417475728155338,0.9708737864077669,0.9708737864077669,6.796116504854369,88.0
신라섬유,28.57142857142857,0.0,1.4285714285714286,0.0,11.428571428571429,14.285714285714285,1.4285714285714286,69.0
쌍용건설,76.81289167412713,7.072515666965085,8.236347358997314,3.133393017009848,4.476275738585497,13.339301700984782,40.55505819158461,4800.0
쌍용정보통신,31.25,0.0,0.0,0.0,0.0,15.625,15.625,79.0
썬코어,11.646586345381527,1.6064257028112447,0.4016064257028112,0.0,3.2128514056224895,6.024096385542169,0.4016064257028112,128.0
썬텍,5.0,0.0,2.5,0.0,0.0,1.25,1.25,10.0
씨그널엔터테인먼트그룹,36.84210526315789,0.0,0.0,0.0,0.0,10.526315789473683,26.31578947368421,31.0
씨씨에스,4.444444444444445,0.0,2.2222222222222223,2.2222222222222223,0.0,0.0,0.0,2.0
씨앤에스테크놀로지,50.0,0.0,0.0,0.0,0.0,0.0,50.0,6.0
씨앤케이인터,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
씨엔플러스,27.173913043478258,0.0,5.434782608695652,4.3478260869565215,0.0,14.130434782608695,3.260869565217391,138.0
씨엘인터내셔널,12.962962962962962,0.0,0.0,0.0,1.8518518518518516,0.0,11.11111111111111,30.0
아이디에스,18.75,3.125,0.0,3.125,0.0,12.5,0.0,32.0
아이디엔,9.090909090909092,0.0,0.0,0.0,0.0,0.0,9.090909090909092,2.0
아이앤씨,38.297872340425535,19.148936170212767,6.382978723404255,12.76595744680851,0.0,0.0,0.0,10.0
아이엠텍,22.413793103448278,0.0,1.7241379310344827,6.896551724137931,0.0,0.0,13.793103448275861,126.0
아이이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아큐텍,32.773109243697476,0.8403361344537815,12.605042016806722,10.084033613445378,1.680672268907563,4.201680672268908,3.361344537815126,191.0
아큐픽스,3.0303030303030303,0.0,0.0,0.0,0.0,1.5151515151515151,1.5151515151515151,6.0
알비케이이엠디,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
알서포트,22.22222222222222,0.0,11.11111111111111,3.7037037037037033,0.0,7.4074074074074066,0.0,1.0
알앤엘삼미,25.0,0.0,0.0,0.0,0.0,8.928571428571429,16.071428571428573,61.0
알톤스포츠,27.397260273972602,6.8493150684931505,1.36986301369863,4.10958904109589,1.36986301369863,5.47945205479452,8.21917808219178,39.0
알파홀딩스,14.285714285714285,8.571428571428571,5.714285714285714,0.0,0.0,0.0,0.0,20.0
에듀언스,32.075471698113205,0.9433962264150944,0.9433962264150944,7.547169811320755,10.377358490566039,5.660377358490567,6.60377358490566,144.0
에버테크노,13.636363636363635,0.0,0.0,0.0,4.545454545454546,0.0,9.090909090909092,20.0
에스마크,15.625,0.0,0.0,0.0,0.0,6.25,9.375,47.0
에스비아이글로벌,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에스비엠,17.441860465116278,1.1627906976744187,0.5813953488372093,4.069767441860465,0.0,0.0,11.627906976744185,66.0
에스아이티글로벌,8.737864077669903,0.0,1.9417475728155338,0.0,6.796116504854369,0.0,0.0,18.0
에스에스컴텍,4.819277108433735,0.0,1.2048192771084338,1.2048192771084338,1.2048192771084338,0.0,1.2048192771084338,5.0
에스에프씨,4.411764705882353,0.0,2.941176470588235,1.4705882352941175,0.0,0.0,0.0,12.0
에이디칩스,18.487394957983195,0.0,0.0,0.8403361344537815,0.8403361344537815,6.722689075630252,10.084033613445378,92.0
에이스하이텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
에이티세미콘,7.0588235294117645,0.0,0.0,0.0,0.0,1.1764705882352942,5.88235294117647,11.0
에임하이,10.714285714285714,0.0,0.0,0.0,0.0,0.0,10.714285714285714,10.0
에프티이앤이,25.806451612903224,0.0,0.0,0.0,7.526881720430108,9.67741935483871,8.60215053763441,24.0
엔에스브이,9.340659340659341,0.0,1.6483516483516485,6.043956043956044,0.0,0.5494505494505495,1.098901098901099,27.0
엔케이바이오,14.018691588785046,0.9345794392523363,5.607476635514018,0.0,0.0,1.8691588785046727,5.607476635514018,28.0
엔터기술,18.461538461538463,0.0,0.0,0.0,0.0,7.6923076923076925,10.76923076923077,48.0
엔티피아,56.25,0.0,0.0,0.0,12.5,31.25,12.5,53.0
엘에너지,30.76923076923077,0.0,30.76923076923077,0.0,0.0,0.0,0.0,6.0
엘컴텍,25.0,1.5625,0.0,0.0,0.0,0.0,23.4375,36.0
엘티에스,55.84415584415584,0.0,0.0,6.493506493506493,14.285714285714285,5.194805194805195,29.87012987012987,131.0
엠제이비,3.296703296703297,1.098901098901099,0.0,0.0,0.0,0.0,2.197802197802198,2.0
엠텍비젼,34.285714285714285,4.285714285714286,12.857142857142856,15.714285714285714,0.0,0.0,1.4285714285714286,49.0
영신금속,4.761904761904762,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0
영진코퍼레이션,3.7735849056603774,1.8867924528301887,0.0,0.0,0.0,0.0,1.8867924528301887,9.0
오리엔탈정공,36.58536585365854,12.195121951219512,1.6260162601626018,0.0,6.504065040650407,4.0650406504065035,12.195121951219512,78.0
옴니텔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
와이즈파워,2.5,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.8333333333333334,2.0
우성아이비,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0
우양에이치씨,4.878048780487805,3.6585365853658534,1.2195121951219512,0.0,0.0,0.0,0.0,8.0
울트라건설,7.042253521126761,0.0,0.0,0.0,0.0,2.8169014084507045,4.225352112676056,4.0
웰메이드스타엠,5.263157894736842,0.0,0.0,0.0,5.263157894736842,0.0,0.0,1.0
위노바,5.128205128205128,5.128205128205128,0.0,0.0,0.0,0.0,0.0,8.0
위다스,12.264150943396226,0.9433962264150944,0.0,0.9433962264150944,0.9433962264150944,0.0,9.433962264150944,50.0
유니드코리아,10.309278350515463,0.0,0.0,0.0,1.0309278350515463,0.0,9.278350515463918,45.0
유니슨,20.51282051282051,1.282051282051282,0.0,0.0,0.0,15.384615384615385,3.8461538461538463,96.0
유비벨록스,29.230769230769234,0.0,3.8461538461538463,1.5384615384615385,1.5384615384615385,6.923076923076923,15.384615384615385,143.0
유아이디,18.367346938775512,0.0,0.0,0.0,0.0,12.244897959183673,6.122448979591836,59.0
유테크,22.68041237113402,3.0927835051546393,3.0927835051546393,3.0927835051546393,3.0927835051546393,0.0,10.309278350515463,87.0
이디디컴퍼니,4.878048780487805,0.0,0.0,0.0,2.4390243902439024,0.0,2.4390243902439024,4.0
이에스브이,9.333333333333334,0.0,0.0,1.3333333333333335,0.0,6.666666666666667,1.3333333333333335,2.0
이에스에이,12.389380530973451,0.0,1.7699115044247788,0.0,0.8849557522123894,4.424778761061947,5.3097345132743365,15.0
이엘케이,12.5,0.0,0.0,0.0,0.0,0.0,12.5,81.0
자연과환경,4.166666666666666,0.0,0.0,0.0,4.166666666666666,0.0,0.0,2.0
자유투어,18.181818181818183,18.181818181818183,0.0,0.0,0.0,0.0,0.0,3.0
잘만테크,69.46564885496184,0.0,0.0,0.0,0.0,0.0,69.46564885496184,64.0
제이스테판,4.545454545454546,0.0,1.5151515151515151,3.0303030303030303,0.0,0.0,0.0,4.0
제이앤유글로벌,4.3478260869565215,0.0,0.0,2.1739130434782608,2.1739130434782608,0.0,0.0,2.0
제이웨이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
지와이커머스,22.22222222222222,4.444444444444445,0.0,4.444444444444445,2.2222222222222223,6.666666666666667,4.444444444444445,76.0
지투하이소닉,24.65753424657534,0.0,5.47945205479452,2.73972602739726,0.0,12.32876712328767,4.10958904109589,42.0
차바이오텍,7.228915662650602,0.0,0.0,0.6024096385542169,0.0,5.421686746987952,1.2048192771084338,13.0
캔서롭,22.377622377622377,2.797202797202797,3.4965034965034967,4.195804195804196,6.993006993006993,4.895104895104895,0.0,18.0
케어젠,15.789473684210526,0.0,13.157894736842104,0.0,1.3157894736842104,0.0,1.3157894736842104,7.0
케이엘티,4.395604395604396,0.0,1.098901098901099,3.296703296703297,0.0,0.0,0.0,16.0
케이제이프리텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
케이피엠테크,43.75,0.0,21.875,0.0,0.0,18.75,3.125,3.0
코다코,2.8169014084507045,0.0,1.4084507042253522,0.0,0.0,0.0,1.4084507042253522,1.0
코데즈컴바인,4.545454545454546,3.4090909090909087,1.1363636363636365,0.0,0.0,0.0,0.0,4.0
코렌텍,26.666666666666668,0.0,6.666666666666667,0.0,0.0,6.666666666666667,13.333333333333334,8.0
코아크로스,2.1739130434782608,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,6.0
큐리어스,29.545454545454547,0.0,0.0,9.090909090909092,0.0,2.272727272727273,18.181818181818183,82.0
크로바하이텍,8.0,2.0,1.3333333333333335,0.6666666666666667,2.666666666666667,1.3333333333333335,0.0,25.0
태산엘시디,67.44186046511628,22.48062015503876,18.6046511627907,0.0,20.930232558139537,0.7751937984496124,4.651162790697675,148.0
태창파로스,7.291666666666667,0.0,0.0,0.0,0.0,0.0,7.291666666666667,32.0
터보테크,20.833333333333336,2.083333333333333,2.083333333333333,0.0,2.083333333333333,0.0,14.583333333333334,47.0
테라리소스,16.666666666666664,0.0,4.761904761904762,4.761904761904762,0.0,0.0,7.142857142857142,24.0
테라셈,28.57142857142857,0.0,0.0,0.0,0.0,25.71428571428571,2.857142857142857,92.0
트라이써클,32.5,7.5,13.750000000000002,0.0,0.0,1.25,10.0,112.0
트레이스,26.666666666666668,0.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0
트루윈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
티에스엠텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
파이오링크,34.61538461538461,0.0,23.076923076923077,0.0,0.0,0.0,11.538461538461538,0.0
파인넥스,13.043478260869565,0.0,0.0,0.0,0.0,0.0,13.043478260869565,23.0
파티게임즈,14.285714285714285,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
포티스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
플레이위드,6.349206349206349,0.0,1.5873015873015872,0.0,3.1746031746031744,1.5873015873015872,0.0,9.0
플렉스컴,19.411764705882355,5.294117647058823,0.0,0.5882352941176471,2.941176470588235,4.705882352941177,5.88235294117647,107.0
피앤텔,35.8974358974359,0.0,0.0,5.128205128205128,2.564102564102564,25.64102564102564,2.564102564102564,93.0
피에스엠씨,63.63636363636363,0.0,0.0,0.0,0.0,36.36363636363637,27.27272727272727,132.0
피엘에이,22.0,0.0,4.0,0.0,10.0,8.0,0.0,95.0
한국정밀기계,66.66666666666666,0.0,0.0,0.0,0.0,58.333333333333336,8.333333333333332,73.0
한국테크놀로지,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,1.0
한솔인티큐브,26.08695652173913,0.0,10.869565217391305,0.0,0.0,0.0,15.217391304347828,1.0
한진피앤씨,44.827586206896555,1.7241379310344827,0.8620689655172413,0.8620689655172413,0.0,12.931034482758621,28.448275862068968,63.0
해덕파워웨이,17.647058823529413,7.8431372549019605,4.901960784313726,4.901960784313726,0.0,0.0,0.0,26.0
현진소재,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
협진,61.29032258064516,12.903225806451612,16.129032258064516,6.451612903225806,0.0,16.129032258064516,9.67741935483871,6.0
화진,15.0,2.0,7.000000000000001,1.0,5.0,0.0,0.0,14.0
휴먼텍코리아,39.795918367346935,1.0204081632653061,0.0,0.0,0.0,0.0,38.775510204081634,132.0
